"","year","imdb","title","test","budget","domgross","intgross","budget_2013.","domgross_2013.","intgross_2013.","totalgross2013"
"902",2005,"tt0363771","The Chronicles of Narnia: The Lion, the Witch and the Wardrobe","PASS",180000000,"291710957","748806957",214745963,348020836,893351507,1241372343
"903",2005,"tt0387131","The Constant Gardener","PASS",25500000,"33579798","81079798",30422345,40061811,96730885,136792696
"904",2005,"tt0435625","The Descent","PASS",7000000,"26024456","57029609",8351232,31048038,68038213,99086251
"905",2005,"tt0395584","The Devil&#39;s Rejects","PASS",7000000,"17044981","20940428",8351232,20335227,24982624,45317851
"906",2005,"tt0404032","The Exorcism of Emily Rose","PASS",18000000,"75072454","144587700",21474596,89563925,172497916,262061841
"907",2005,"tt0432291","The Fog","PASS",18000000,"29511112","37048526",21474596,35207734,44200119,79407853
"908",2005,"tt0371724","The Hitchhiker&#39;s Guide to the Galaxy","FAIL",45000000,"51019112","104019112",53686491,60867491,124098247,184965738
"909",2005,"tt0399201","The Island","PASS",120000000,"35818913","163018913",143163975,42733150,194486964,237220114
"910",2005,"tt0366627","The Jacket","FAIL",28500000,"6301131","15452978",34001444,7517458,18435915,25953373
"911",2005,"tt0386140","The Legend of Zorro","FAIL",80000000,"45575336","141475336",95442650,54372886,168784763,223157649
"912",2005,"tt0402399","The New World","FAIL",30000000,"12712093","26184400",35790994,15165948,31238857,46404805
"913",2005,"tt0377109","The Ring Two","PASS",50000000,"75941727","161941727",59651656,90600996,193201845,283802841
"914",2005,"tt0397101","The Skeleton Key","PASS",40000000,"47907715","92256918",47721325,57155491,110065560,167221051
"915",2005,"tt0367089","The Squid and the Whale","FAIL",1500000,"7372734","11191423",1789550,8795916,13351738,22147654
"916",2005,"tt0372532","The Wedding Date","PASS",15000000,"31726995","47175038",17895497,37851356,56281383,94132739
"917",2005,"tt0407265","Transamerica","PASS",1000000,"9015303","16553163",1193033,10755555,19748472,30504027
"918",2005,"tt0423409","Tristram Shandy: A Cock and Bull Story","FAIL",4750000,"1253413","3061763",5666907,1495363,3652785,5148148
"919",2005,"tt0434409","V for Vendetta","PASS",50000000,"70511035","129231542",59651656,84122001,154177511,238299512
"920",2005,"tt0348333","Waiting...","PASS",1125000,"16124543","18673274",1342162,19237114,22277835,41514949
"921",2005,"tt0358273","Walk the Line","PASS",29000000,"119519402","187707495",34597961,142590606,223941260,366531866
"922",2005,"tt0407304","War of the Worlds","FAIL",132000000,"234280354","606836535",157480373,279504224,723976090,1003480314
"923",2005,"tt0240200","Water","PASS",3000000,"5529144","8119205",3579099,6596452,9686481,16282933
"924",2005,"tt0375210","White Noise","FAIL",10000000,"56094360","92094360",11930331,66922430,109871622,176794052
"925",2005,"tt0443295","Yours, Mine and Ours","PASS",45000000,"53359917","72359917",53686491,63660149,86327778,149987927
"926",2005,"tt0406375","Zathura: A Space Adventure","FAIL",65000000,"28045540","58545540",77547153,33459258,69846769,103306027
"927",2004,"tt0337563","13 Going on 30","PASS",30000000,"57139723","96439723",36995786,70464299,118928779,189393078
"928",2004,"tt0212712","2046","PASS",12000000,"1442338","19202856",14798315,1778681,23680825,25459506
"929",2004,"tt0343660","50 First Dates","FAIL",75000000,"120776832","196324496",92489466,148941129,242105970,391047099
"930",2004,"tt0356470","A Cinderella Story","PASS",19000000,"51438175","70067909",23430665,63433191,86407246,149840437
"931",2004,"tt0359423","A Home at the End of The World","FAIL",6500000,"1029017","1033810",8015754,1268976,1274887,2543863
"932",2004,"tt0344510","A Very Long Engagement","PASS",55000000,"6167817","59606587",67825608,7606108,73506419,81112527
"933",2004,"tt0357413","Anchorman: The Legend of Ron Burgundy","FAIL",25000000,"84136909","89366354",30829822,103757037,110205951,213962988
"934",2004,"tt0327437","Around the World in 80 Days","FAIL",110000000,"24004159","72004159",135651216,29601758,88795016,118396774
"935",2004,"tt0370263","AVP: Alien vs. Predator","FAIL",70000000,"80281096","172543519",86323501,99002076,212779439,311781515
"936",2004,"tt0414852","Banlieue 13","FAIL",15000000,"1200216","11208291",18497893,1480098,13821985,15302083
"937",2004,"tt0381681","Before Sunset","FAIL",2000000,"5792822","11293790",2466386,7143667,13927421,21071088
"938",2004,"tt0317198","Bridget Jones: The Edge of Reason","PASS",50000000,"40203020","263894551",61659644,49578078,325432881,375010959
"939",2004,"tt0327554","Catwoman","PASS",100000000,"40202379","82145379",123319288,49577287,101301096,150878383
"940",2004,"tt0337921","Cellular","PASS",45000000,"32003620","61475984",55493679,39466636,75811746,115278382
"941",2004,"tt0376541","Closer","PASS",35000000,"33987757","115476509",43161751,41913460,142404808,184318268
"942",2004,"tt0369339","Collateral","FAIL",60000000,"100170152","217670152",73991573,123529118,268429281,391958399
"943",2004,"tt0345074","Connie and Carla","PASS",20000000,"8047525","8047525",24663858,9924151,9924151,19848302
"944",2004,"tt0375679","Crash","PASS",7303082,"55334418","101173038",9006109,68238010,124765870,193003880
"945",2004,"tt0367631","D.E.B.S.","PASS",3500000,"96793","96793",4316175,119364,119364,238728
"946",2004,"tt0363547","Dawn of the Dead","PASS",28000000,"58990765","103452875",34529401,72746991,127577349,200324340
"947",2004,"tt0364725","Dodgeball: A True Underdog Story","PASS",30000000,"114326736","167791704",36995786,140986916,206919534,347906450
"948",2004,"tt0327679","Ella Enchanted","PASS",35000000,"22913677","22913677",43161751,28256983,28256983,56513966
"949",2004,"tt0338013","Eternal Sunshine of the Spotless Mind","FAIL",20000000,"34366518","72993444",24663858,42380545,90014995,132395540
"950",2004,"tt0349416","Eulogy","PASS",10000000,"70527","70527",12331929,86973,86973,173946
"951",2004,"tt0308644","Finding Neverland","PASS",25000000,"51676606","115036108",30829822,63727222,141861709,205588931
"952",2004,"tt0377062","Flight of the Phoenix","FAIL",75000000,"21009180","34009180",92489466,25908371,41939879,67848250
"953",2004,"tt0333766","Garden State","PASS",2500000,"26782316","36028802",3082982,33027761,44430462,77458223
"954",2004,"tt0366551","Harold and Kumar Go to White Castle","PASS",9000000,"18225165","18225165",11098736,22475144,22475144,44950288
"955",2004,"tt0304141","Harry Potter and the Prisoner of  Azkaban","PASS",130000000,"249538952","796688549",160315074,307729658,982470644,1290200302
"956",2004,"tt0167190","Hellboy","FAIL",60000000,"59623958","99823958",73991573,73527840,123102194,196630034
"957",2004,"tt0299172","Home on the Range","PASS",110000000,"50026353","76482461",135651216,61692142,94317626,156009768
"958",2004,"tt0356721","I Heart Huckabees","PASS",22000000,"12784713","20034713",27130243,15766017,24706665,40472682
"959",2004,"tt0343818","I, Robot","FAIL",105000000,"144801023","348601023",129485252,178567590,429892298,608459888
"960",2004,"tt0385267","In Good Company","FAIL",26000000,"45489752","63489752",32063015,56097638,78295110,134392748
"961",2004,"tt0362269","Kinsey","PASS",11000000,"10214647","13000959",13565122,12596630,16032690,28629320
"962",2004,"tt0373074","Kung Fu Hustle","FAIL",20000000,"17104669","101004669",24663858,21093356,124558238,145651594
"963",2004,"tt0375912","Layer Cake","FAIL",6500000,"2339957","11850214",8015754,2885618,14613600,17499218
"964",2004,"tt0339291","Lemony Snicket&#39;s A Series of Unfortunate Events","PASS",100000000,"118627117","201627117",123319288,146290116,248645124,394935240
"965",2004,"tt0390221","Maria Full of Grace","PASS",3200000,"6529624","14441158",3946217,8052286,17808733,25861019
"966",2004,"tt0377092","Mean Girls","PASS",18000000,"86047227","130953026",22197472,106112827,161490339,267603166
"967",2004,"tt0405159","Million Dollar Baby","PASS",30000000,"100492203","232016402",36995786,123926269,286120974,410047243
"968",2004,"tt0349825","Miracle","FAIL",28000000,"64378093","64474705",34529401,79390606,79509747,158900353
"969",2004,"tt0382189","My Summer of Love","PASS",1700000,"1000915","4951476",2096428,1234321,6106125,7340446
"970",2004,"tt0374900","Napoleon Dynamite","FAIL",400000,"44540956","46122713",493277,54927590,56878201,111805791
"971",2004,"tt0363282","New York Minute","FAIL",40000000,"14018364","21215882",49327715,17287347,26163275,43450622
"972",2004,"tt0390384","Primer","FAIL",7000,"424760","565846",8632,523811,697797,1221608
"973",2004,"tt0350028","Raising Helen","PASS",50000000,"37485528","43340302",61659644,46226886,53446952,99673838
"974",2004,"tt0350258","Ray","FAIL",40000000,"75305995","124823094",49327715,92866817,153930950,246797767
"975",2004,"tt0318627","Resident Evil: Apocalypse","PASS",50000000,"50740078","128940078",61659644,62572303,159007986,221580289
"976",2004,"tt0332375","Saved!","PASS",5000000,"8886160","10228228",6165964,10958349,12613378,23571727
"977",2004,"tt0387564","Saw","FAIL",1200000,"55185045","103096345",1479831,68053804,127137678,195191482
"978",2004,"tt0363988","Secret Window","FAIL",40000000,"47958031","92111551",49327715,59141502,113591309,172732811
"979",2004,"tt0307453","Shark Tale","FAIL",75000000,"161412000","367825111",92489466,199052129,453599307,652651436
"980",2004,"tt0365748","Shaun of the Dead","PASS",5000000,"13542874","30332385",6165964,16700976,37405681,54106657
"981",2004,"tt0298148","Shrek 2","PASS",70000000,"441226247","937008132",86323501,544117065,1155511754,1699628819
"982",2004,"tt0375063","Sideways","PASS",17000000,"71502303","109874155",20964279,88176131,135496025,223672156
"983",2004,"tt0346156","Sky Captain and the World of Tomorrow","PASS",70000000,"37760080","49730854",86323501,46565462,61327735,107893197
"984",2004,"tt0371246","Spanglish","PASS",75000000,"42044321","54344321",92489466,51848757,67017030,118865787
"985",2004,"tt0316654","Spider-Man 2","FAIL",200000000,"373524485","783705001",246638575,460627734,966459425,1427087159
"986",2004,"tt0372588","Team America: World Police","FAIL",20000000,"32774834","50274834",24663858,40417692,61998567,102416259
"987",2004,"tt0338751","The Aviator","FAIL",110000000,"102608827","214608827",135651216,126536475,264654077,391190552
"988",2004,"tt0372183","The Bourne Supremacy","FAIL",85000000,"176087450","288587450",104821395,217149789,355883988,573033777
"989",2004,"tt0289879","The Butterfly Effect","FAIL",13000000,"57924679","96046844",16031507,71432302,118444284,189876586
"990",2004,"tt0296572","The Chronicles of Riddick","FAIL",120000000,"57712751","107212751",147983145,71170953,132214001,203384954
"991",2004,"tt0319262","The Day After Tomorrow","PASS",125000000,"186740799","556319450",154149110,230287423,686049183,916336606
"992",2004,"tt0391198","The Grudge","PASS",10000000,"110359362","187281115",12331929,136094379,230953737,367048116
"993",2004,"tt0317705","The Incredibles","PASS",92000000,"261441092","632107545",113453745,322407292,779510522,1101917814
"994",2004,"tt0362270","The Life Aquatic with Steve Zissou","FAIL",50000000,"24006726","34806726",61659644,29604924,42923407,72528331
"995",2004,"tt0332280","The Notebook","FAIL",30000000,"81001787","102276787",36995786,99890827,126127005,226017832
"996",2004,"tt0293508","The Phantom of the Opera","FAIL",55000000,"51225796","158225796",67825608,63171287,195122925,258294212
"997",2004,"tt0338348","The Polar Express","FAIL",170000000,"194949659","319049659",209642789,240410531,393449767,633860298
"998",2004,"tt0368933","The Princess Diaries 2: Royal Engagement","PASS",45000000,"95149435","122071435",55493679,117337605,150537624,267875229
"999",2004,"tt0327162","The Stepford Wives","PASS",100000000,"59475623","96221971",123319288,73344915,118660249,192005164
"1000",2004,"tt0362227","The Terminal","FAIL",75000000,"77073959","218673959",92489466,95047057,269667169,364714226
"1001",2004,"tt0368447","The Village","PASS",71682975,"114197520","257641634",88398934,140827568,317721828,458549396
"1002",2004,"tt0327247","The Whole Ten Yards","FAIL",30000000,"16323969","26323969",36995786,20130602,32462531,52593133
"1003",2004,"tt0332452","Troy","FAIL",150000000,"133298577","484161265",184978932,164382856,597064223,761447079
"1004",2004,"tt0338526","Van Helsing","PASS",170000000,"120150546","300150546",209642789,148168797,370143515,518312312
"1005",2004,"tt0383694","Vera Drake","PASS",11000000,"3753806","13353855",13565122,4629167,16467879,21097046
"1006",2004,"tt0381707","White Chicks","PASS",20000000,"69148997","111448997",24663858,85274051,137438109,222712160
"1007",2004,"tt0360201","Wimbledon","PASS",35000000,"16862585","41666476",43161751,20794820,51382801,72177621
"1008",2003,"tt0322259","2 Fast 2 Furious","FAIL",76000000,"127120058","236220058",96222609,160945047,299075134,460020181
"1009",2003,"tt0315733","21 grams","FAIL",20000000,"16248701","59667625",25321739,20572268,75544402,96116670
"1010",2003,"tt0319061","Big Fish","FAIL",70000000,"66432867","123432867",88626087,84109786,156276743,240386529
"1011",2003,"tt0310778","Bon voyage","PASS",20000000,"2353728","8361736",25321739,2980024,10586685,13566709
"1012",2003,"tt0315327","Bruce Almighty","PASS",81000000,"242704995","483473962",102553043,307285628,612120077,919405705
"1013",2003,"tt0305357","Charlie&#39;s Angels: Full Throttle","PASS",120000000,"100814328","227200000",151930435,127639706,287654957,415294663
"1014",2003,"tt0159365","Cold Mountain","PASS",80000000,"95632614","161632614",101286957,121079205,204640944,325720149
"1015",2003,"tt0306685","Cradle 2 the Grave","FAIL",25000000,"34657731","56434942",31652174,43879701,71451544,115331245
"1016",2003,"tt0317303","Daddy Day Care","PASS",60000000,"104148781","164285587",75965217,131861413,207999839,339861252
"1017",2003,"tt0287978","Daredevil","FAIL",80000000,"102543518","182782518",101286957,129829011,231418562,361247573
"1018",2003,"tt0282209","Darkness Falls","FAIL",7000000,"32539681","32539681",8862609,41198066,41198066,82396132
"1019",2003,"tt0285531","Dreamcatcher","FAIL",68000000,"33685268","75685268",86093913,42648478,95824131,138472609
"1020",2003,"tt0309593","Final Destination 2","PASS",26000000,"46896664","90396664",32918261,59375255,114450037,173825292
"1021",2003,"tt0266543","Finding Nemo","FAIL",94000000,"380529370","906465556",119012174,481783272,1147664217,1629447489
"1022",2003,"tt0322330","Freaky Friday","PASS",26000000,"110222438","160822438",32918261,139551191,203615191,343166382
"1023",2003,"tt0335119","Girl with a Pearl Earring","PASS",12000000,"11634362","43281552",15193043,14730114,54798208,69528322
"1024",2003,"tt0301357","Goodbye Lenin!","PASS",6400000,"4063859","79384539",8102957,5145199,100507729,105652928
"1025",2003,"tt0311289","Holes","FAIL",20000000,"67383924","72383924",25321739,85313907,91644342,176958249
"1026",2003,"tt0329717","Hollywood Homicide","FAIL",75000000,"30207785","51107785",94956522,38245683,64706900,102952583
"1027",2003,"tt0315983","House of Sand and Fog","PASS",16500000,"13005485","16157923",20890435,16466075,20457336,36923411
"1028",2003,"tt0251127","How to Lose a Guy in 10 Days","FAIL",50000000,"105807520","177079973",63304348,133961521,224198644,358160165
"1029",2003,"tt0286716","Hulk","FAIL",137000000,"132177234","245229234",173453913,167347872,310481535,477829407
"1030",2003,"tt0309698","Identity","FAIL",28000000,"52131264","82183683",35450435,66002713,104051689,170054402
"1031",2003,"tt0199626","In the Cut","PASS",12000000,"4717455","23693646",15193043,5972708,29998216,35970924
"1032",2003,"tt0301470","Jeepers Creepers II","PASS",25000000,"35623801","35623801",31652174,45102830,45102830,90205660
"1033",2003,"tt0266697","Kill Bill: Vol. 1","PASS",55000000,"70098138","180098138",69634783,88750338,228019903,316770241
"1034",2003,"tt0325703","Lara Croft Tomb Raider: The Cradle of Life","FAIL",90000000,"65653758","156453758",113947826,83123367,198084062,281207429
"1035",2003,"tt0333780","Legally Blonde 2: Red, White &amp; Blonde","PASS",25000000,"90639088","125339088",31652174,114756967,158690184,273447151
"1036",2003,"tt0286244","Les triplettes de Belleville","PASS",2000000,"7301288","14440113",2532174,9244066,18282439,27526505
"1037",2003,"tt0335266","Lost In Translation","FAIL",4000000,"44585453","112550685",5064348,56449060,142498954,198948014
"1038",2003,"tt0314331","Love Actually","PASS",45000000,"59472278","247967903",56973913,75297075,313948928,389246003
"1039",2003,"tt0311113","Master and Commander: The Far Side of the World","FAIL",135000000,"93926386","212912137",170921739,118918972,269565280,388484252
"1040",2003,"tt0304415","Mona Lisa Smile","PASS",65000000,"63803100","141205169",82295652,80780273,178778023,259558296
"1041",2003,"tt0340855","Monster","PASS",5000000,"34469210","58003694",6330435,43641017,73437720,117078737
"1042",2003,"tt0327056","Mystic River","PASS",30000000,"90135191","156835191",37982609,114118990,198566990,312685980
"1043",2003,"tt0316396","Peter Pan","PASS",100000000,"48417850","95255485",126608696,61301208,120601727,181902935
"1044",2003,"tt0325980","Pirates of the Caribbean: The Curse of the Black Pearl","FAIL",125000000,"305411224","634954103",158260870,386677167,803907108,1190584275
"1045",2003,"tt0366920","Pride and Prejudice","PASS",28000000,"38372662","120918508",35450435,48583127,153093346,201676473
"1046",2003,"tt0257076","S.W.A.T.","PASS",70000000,"116877597","207154748",88626087,147977201,262275924,410253125
"1047",2003,"tt0306047","Scary Movie 3","PASS",45000000,"110000082","155200000",56973913,139269669,196496696,335766365
"1048",2003,"tt0327137","Secondhand Lions","FAIL",30000000,"42070939","47902566",37982609,53265467,60648814,113914281
"1049",2003,"tt0300471","Shanghai Knights","FAIL",50000000,"60470220","88316835",63304348,76560557,111816793,188377350
"1050",2003,"tt0323944","Shattered Glass","FAIL",6000000,"2207975","2932719",7596522,2795488,3713077,6508565
"1051",2003,"tt0165982","Sinbad: Legend of the Seven Seas","FAIL",60000000,"26483452","80767884",75965217,33530353,102259164,135789517
"1052",2003,"tt0337741","Something&#39;s Gotta Give","FAIL",80000000,"124685242","266685242",101286957,157862359,337646706,495509065
"1053",2003,"tt0338459","Spy Kids 3-D: Game Over","PASS",40000000,"111760631","167851995",50643478,141498677,212515222,354013899
"1054",2003,"tt0324133","Swimming Pool","PASS",7800000,"10130108","22441323",9875478,12825598,28412666,41238264
"1055",2003,"tt0181852","Terminator 3: Rise of the Machines","PASS",170000000,"150358296","433058296",215234783,190366677,548289460,738656137
"1056",2003,"tt0298814","The Core","PASS",85000000,"31111260","74132631",107617391,39389560,93858357,133247917
"1057",2003,"tt0317740","The Italian Job","FAIL",60000000,"106126012","176262839",75965217,134364760,223164081,357528841
"1058",2003,"tt0283426","The Jungle Book 2","FAIL",20000000,"47901582","135703599",25321739,60647568,171812557,232460125
"1059",2003,"tt0325710","The Last Samurai","FAIL",140000000,"111110575","456810575",177252174,140675650,578361911,719037561
"1060",2003,"tt0311429","The League of Extraordinary Gentlemen","FAIL",78000000,"66465204","179265204",98754783,84150728,226965337,311116065
"1061",2003,"tt0167260","The Lord of the Rings: The Return of the King","FAIL",94000000,"377845905","1141408667",119012174,478385772,1445122625,1923508397
"1062",2003,"tt0234215","The Matrix Reloaded","PASS",127000000,"281553689","738576929",160793043,356471453,935102616,1291574069
"1063",2003,"tt0242653","The Matrix Revolutions","PASS",110000000,"139259759","424259759",139269565,176314964,537149747,713464711
"1064",2003,"tt0338188","The Missing","PASS",65000000,"26900336","38253433",82295652,34058165,48432173,82490338
"1065",2003,"tt0332379","The School of Rock","FAIL",20000000,"81261177","131161177",25321739,102883716,166061455,268945171
"1066",2003,"tt0328538","Thirteen","PASS",2000000,"4601043","9505996",2532174,5825321,12035418,17860739
"1067",2003,"tt0300556","Timeline","FAIL",80000000,"19480739","26703184",101286957,24664310,33808553,58472863
"1068",2003,"tt0339840","Undead","PASS",750000,"41196","229250",949565,52158,290250,342408
"1069",2003,"tt0320691","Underworld","FAIL",22000000,"51970690","95708457",27853913,65799413,121175229,186974642
"1070",2003,"tt0295700","Wrong Turn","PASS",10000000,"15417771","28649556",12660870,19520239,36272829,55793068
"1071",2003,"tt0290334","X2 (X-Men 2)","PASS",125000000,"214949694","407711549",158260870,272145004,516198274,788343278
"1072",2002,"tt0307901","25th Hour","FAIL",4500000,"13084595","25344490",5828306,16946895,32825657,49772552
"1073",2002,"tt0289043","28 Days Later...","PASS",8000000,"45064915","82955633",10361434,58367141,107442412,165809553
"1074",2002,"tt0283832","8 femmes","PASS",8000000,"3076425","42376425",10361434,3984522,54885065,58869587
"1075",2002,"tt0298203","8 Mile","FAIL",41000000,"116724075","242924075",53102348,151178596,314630213,465808809
"1076",2002,"tt0257360","About Schmidt","FAIL",30000000,"65005217","105823486",38855376,84193406,137060380,221253786
"1077",2002,"tt0268126","Adaptation","FAIL",18500000,"22498520","22498520",23960815,29139615,29139615,58279230
"1078",2002,"tt0286261","All or Nothing","PASS",9000000,"184255","184255",11656613,238643,238643,477286
"1079",2002,"tt0168786","Antwone Fisher","FAIL",12500000,"21078145","23367586",16189740,27299975,30265212,57565187
"1080",2002,"tt0295178","Austin Powers in Goldmember","FAIL",63000000,"213117789","292738626",81596291,276025731,379148984,655174715
"1081",2002,"tt0286499","Bend It Like Beckham","PASS",5600000,"32543449","76730377",7253004,42149599,99379590,141529189
"1082",2002,"tt0187738","Blade II","FAIL",54000000,"81676888","154338601",69939678,105786208,199896148,305682356
"1083",2002,"tt0300532","Blue Crush","PASS",30000000,"40118420","51618420",38855376,51960544,66855105,118815649
"1084",2002,"tt0303816","Cabin Fever","PASS",1500000,"21158188","30351664",1942769,27403645,39310844,66714489
"1085",2002,"tt0319970","Carrie","PASS",30000000,"35266619","85001659",38855376,45676592,110092382,155768974
"1086",2002,"tt0264464","Catch Me If You Can","FAIL",52000000,"164606800","351106800",67349319,213195306,454746230,667941536
"1087",2002,"tt0299658","Chicago","PASS",30000000,"170687518","307687518",38855376,221070926,398510478,619581404
"1088",2002,"tt0275022","Crossroads","PASS",12000000,"37188667","57000000",15542151,48165989,73825215,121991204
"1089",2002,"tt0266452","Death to Smoochy","FAIL",50000000,"8355815","8374062",64758961,10822278,10845911,21668189
"1090",2002,"tt0246460","Die Another Day","FAIL",142000000,"160942139","431942139",183915449,208448913,559442481,767891394
"1091",2002,"tt0303933","Drumline","FAIL",20000000,"56398162","56398162",25903584,73045727,73045727,146091454
"1092",2002,"tt0238380","Equilibrium","FAIL",20000000,"1190018","5345869",25903584,1541287,6923858,8465145
"1093",2002,"tt0297884","Far from Heaven","PASS",13500000,"15901849","29027914",17484919,20595744,37596351,58192095
"1094",2002,"tt0120679","Frida","FAIL",12000000,"25885000","55710675",15542151,33525714,72155308,105681022
"1095",2002,"tt0327753","Funny Ha Ha","PASS",30000,"77070","77070",38855,99819,99819,199638
"1096",2002,"tt0217505","Gangs of New York","FAIL",97000000,"77730500","190400000",125632384,100674928,246602123,347277051
"1097",2002,"tt0302674","Gerry","FAIL",7000000,"254683","254683",9066255,329860,329860,659720
"1098",2002,"tt0295297","Harry Potter and the Chamber of Secrets","PASS",100000000,"261987880","878979634",129517922,339321257,1138436153,1477757410
"1099",2002,"tt0257756","High Crimes","PASS",42000000,"41543207","63781100",54397527,53805898,82607955,136413853
"1100",2002,"tt0297181","I Spy","FAIL",70000000,"33561137","60279822",90662545,43467687,78073173,121540860
"1101",2002,"tt0268380","Ice Age","FAIL",65000000,"176387405","386116343",84186649,228453301,500089862,728543163
"1102",2002,"tt0280760","Igby Goes Down","FAIL",9000000,"4777465","4777465",11656613,6187673,6187673,12375346
"1103",2002,"tt0278504","Insomnia","FAIL",46000000,"67263182","113622499",59578244,87117875,147161499,234279374
"1104",2002,"tt0275847","Lilo and Stitch","PASS",80000000,"145771527","245800000",103614337,188800252,318355051,507155303
"1105",2002,"tt0252076","Maid in Manhattan","PASS",55000000,"93932896","163838217",71234857,121659935,212199853,333859788
"1106",2002,"tt0303361","May","PASS",1750000,"145540","497339",2266564,188500,644143,832643
"1107",2002,"tt0120912","Men in Black II","FAIL",140000000,"190418803","441767803",181325090,246626476,572168477,818794953
"1108",2002,"tt0181689","Minority Report","FAIL",102000000,"132024714","358824714",132108280,170995666,464742312,635737978
"1109",2002,"tt0280590","Mr Deeds","FAIL",50000000,"126293452","171269535",64758961,163572654,221824742,385397396
"1110",2002,"tt0259446","My Big Fat Greek Wedding","PASS",5000000,"241438208","352242522",6475896,312705749,456217193,768922942
"1111",2002,"tt0258000","Panic Room","PASS",48000000,"95308367","196308367",62168602,123441416,254254517,377695933
"1112",2002,"tt0183649","Phone Booth","FAIL",11000000,"46566212","97837138",14246971,60311590,126716628,187028218
"1113",2002,"tt0238546","Queen of the Damned","PASS",35000000,"30307804","30307804",45331273,39254038,39254038,78508076
"1114",2002,"tt0252444","Rabbit-Proof Fence","PASS",7000000,"6199600","16866928",9066255,8029593,21845695,29875288
"1115",2002,"tt0296166","Real Women Have Curves","PASS",3000000,"5853194","5853194",3885538,7580935,7580935,15161870
"1116",2002,"tt0289765","Red Dragon","FAIL",78000000,"92955420","206455420",101023979,120393928,267396769,387790697
"1117",2002,"tt0253556","Reign of Fire","FAIL",60000000,"43061982","82150183",77710753,55772984,106399210,162172194
"1118",2002,"tt0120804","Resident Evil","PASS",35000000,"40119709","103787401",45331273,51962213,134423285,186385498
"1119",2002,"tt0267913","Scooby-Doo","PASS",84000000,"153294164","276294164",108795054,198543415,357850459,556393874
"1120",2002,"tt0286106","Signs","FAIL",70702619,"227965690","408265690",91572563,295256424,528777236,824033660
"1121",2002,"tt0281373","Snow Dogs","FAIL",32000000,"81150692","116898028",41445735,105104690,151403896,256508586
"1122",2002,"tt0307479","Solaris","FAIL",47000000,"14970038","14970038",60873423,19388882,19388882,38777764
"1123",2002,"tt0145487","Spider-Man","FAIL",139000000,"403706375","821565375",180029911,522872106,1064074398,1586946504
"1124",2002,"tt0166813","Spirit: Stallion of the Cimarron","FAIL",80000000,"73215310","106515310",103614337,94826948,137956416,232783364
"1125",2002,"tt0283003","Spun","PASS",4500000,"410241","1022649",5828306,531336,1324514,1855850
"1126",2002,"tt0287717","Spy Kids 2: Island of Lost Dreams","PASS",38000000,"85846296","119721296",49216810,111186338,155060534,266246872
"1127",2002,"tt0253754","Star Trek: Nemesis","FAIL",60000000,"43254409","67312826",77710753,56022212,87182173,143204385
"1128",2002,"tt0121765","Star Wars: Episode II - Attack of the Clones","FAIL",115000000,"310676740","656695615",148945610,402382056,850538512,1252920568
"1129",2002,"tt0180052","The Adventures of Pluto Nash","FAIL",100000000,"4411102","7094995",129517922,5713168,9189290,14902458
"1130",2002,"tt0280460","The Banger Sisters","PASS",10000000,"30306281","38067218",12951792,39252065,49303870,88555935
"1131",2002,"tt0258463","The Bourne Identity","FAIL",60000000,"121468960","213300000",77710753,157324072,276261727,433585799
"1132",2002,"tt0238924","The Dangerous Lives of Altar Boys","FAIL",12000000,"1779284","1779284",15542151,2304492,2304492,4608984
"1133",2002,"tt0279113","The Good Girl","PASS",8000000,"14018296","16856124",10361434,18156206,21831701,39987907
"1134",2002,"tt0274558","The Hours","PASS",25000000,"41675994","97030468",32379480,53977881,125671845,179649726
"1135",2002,"tt0278500","The Importance of Being Earnest","PASS",15000000,"8378141","8378141",19427688,10851194,10851194,21702388
"1136",2002,"tt0167261","The Lord of the Rings: The Two Towers","FAIL",94000000,"342548984","927048984",121746846,443662324,1200694576,1644356900
"1137",2002,"tt0289408","The Powerpuff Girls","PASS",25000000,"11411644","16425701",32379480,14780124,21274227,36054351
"1138",2002,"tt0258068","The Quiet American","FAIL",20000000,"12987647","26348203",25903584,16821330,34125645,50946975
"1139",2002,"tt0298130","The Ring","PASS",48000000,"129094024","248218486",62168602,167199897,321487424,488687321
"1140",2002,"tt0292644","The Rules of Attraction","FAIL",4000000,"6525762","11799060",5180717,8452031,15281897,23733928
"1141",2002,"tt0304669","The Santa Clause 2","FAIL",65000000,"139225854","172825854",84186649,180322432,223840454,404162886
"1142",2002,"tt0253867","The Sweetest Thing","PASS",43000000,"24430272","44633441",55692706,31641581,57808305,89449886
"1143",2002,"tt0293662","The Transporter","FAIL",21000000,"25296447","43928932",27198764,32763432,56895840,89659272
"1144",2002,"tt0290095","The Tuxedo","FAIL",60000000,"50586000","104429625",77710753,65517936,135255080,200773016
"1145",2002,"tt0133240","Treasure Planet","FAIL",100000000,"38120554","91800000",129517922,49372949,118897452,168270401
"1146",2002,"tt0283084","Tuck Everlasting","PASS",15000000,"19161999","19344615",19427688,24818223,25054743,49872966
"1147",2002,"tt0313737","Two Weeks Notice","PASS",60000000,"93354918","199043309",77710753,120911349,257796757,378708106
"1148",2002,"tt0277434","We Were Soldiers","PASS",70000000,"78120196","114658262",90662545,101179654,148502998,249682652
"1149",2002,"tt0298228","Whale Rider","PASS",4300000,"20779666","39892476",5569271,26913392,51667906,78581298
